person_id,political_party,source,location,purpose,items_paid_or_provided
607,d,Univ. Mich. Law School,"Ann Arbor, MI",Moot Court/Speaking,travel expenses/hotel
607,d,Yale University,"New Haven, CT",Teach,travel expenses
607,d,Yale University,"New Haven, CT",Teach,travel expenses
607,d,Harvard University,"Cambridge, MA",Teach,travel expenses/hotel
607,d,Harvard University,"Cambridge, MA",Teach,travel expenses
607,d,Federal Bar Council,"Maui, HI",Speak at Conference,travel expenses/hotel
607,d,Harvard University,"Cambridge, MA",Teach,travel expenses
607,d,Harvard University,"Cambridge, MA",Teach,travel expenses
607,d,Harvard University,"Cambridge, MA",Teach,travel expenses
607,d,University of Notre Dame,"South Bend, IN",Teach,travel expenses/hotel
607,d,Harvard University,"Cambridge, MA",Teach,travel expenses
607,d,Harvard University,"Cambridge, MA",Teach,travel expenses
607,d,Harvard University,"Cambridge, MA",Teach,travel expenses
607,d,Princeton University,"Princeton, NJ",Attend Board Mecting,hotel
607,d,Princeton University,"Princeton, NJ",Attend Board Meeting,hotel
607,d,APABA Los Angeles,"Los Angeles, CA",Speaker,travel expenses’hotel
607,d,Princeton University,"Princeton, NJ",Attend Board Meeting,hotel
607,d,Georgia Asian Pacific American Bar Association,"Amelia Island, GA",Speaker,travel expenses’hotel
607,d,Princeton University,"Princeton, NJ",Attend Board Meeting,hotel
607,d,Umversity of Hawaii Law } School,"Honolulu, HI",Speaker,"truvel expenses, hotel"
607,d,Southern District of GA Federal Bar Association,"Savannah, GA",Speaker,travel expenses’hotel
607,d,Princeton University,"Princeton, NJ",Attend Board Meeting,hotel
607,d,Judicial Secunty Committee Meeting,"New Orleans, LA",Attend Meeting,travel expenses’hotel
607,d,Louis University,"St, Louis, MO",Educational program,trivel expenses’hotel
607,d,Asian Amencan Lawyers Ass'n of MA,"Boston,MA",Event Speaker,travel expenses’/hotel
607,d,ABA Natoma Legal Malpratice Conference,"Boston, MA",Conference Speaker,travel expenseshotel
607,d,American Intellectual Property Law Assoc.,"Philadelphia, PA",Event Speaker,travel expenses
607,d,Princeton University,"Princeton, NJ",Attend Board Meeting,hotel
607,d,Judicral Security Commutiee ) Meeting,"Washington, DX",Attend Meeting,travel expenses’hotel/meals
607,d,Princeton University,"Princeton, NJ",Attend Board Meeting,hotel
607,d,Univ. Va. Law School (Ross Dixon & Bell),,,Lodging and food ($300 in value) for participating in trial advocacy program 4/15/04-4/16/04
607,d,Princeton University,"Princeton, NJ",Attend Board Mecting,hotel
607,d,Harvard University,"Boston, MA",Speaker,travel expenseshotel
607,d,Princeton University,"Princeton, NJ",Attend Board Meeting,hotel
607,d,Princeton University,"Princeton, NJ",Attend Board Meeting,travel expenses’hotel
607,d,Umversity of Buffalo,"Buftalo, NY",Speaker,hotel
607,d,Harvard University,"Cambndge, MA",Teach and Speak at Conference,travel expenses’hotel
607,d,Harvard University,"Cambridge, MA",Teach,travel expenses/hotel
607,d,USC Gould Law School,"Santa Momica, CA",Speak at Conference,truvel expenses’hotel
607,d,Harvard Umiversity,"Cambridge, CA",Teach,travel expenses’hotel
607,d,Harvard University,"Cambridge, MA",Teach,truvel expenses
607,d,Tulane University,"New Ovleans, LA",Speak at Conference,travel expenses’hotel
607,d,Harvard University,"Boston, MA",Educational program,travel expenses
607,d,Princeton Umversity,"Princeton, NJ",Attend Board Meeting,hotel
607,d,Princeton Umiversity,"Princeton, NJ",Attend Board Meeting,hotel
607,d,Judickl Security Committee,"Washington, D.C",Attend Meeting,travel expenses
607,d,A TE es — School,,exclusive of judicial education,
607,d,Princeton University,"Princeton, NJ",Attend Board Mecting,hotel
607,d,ABA,"New Orleans, LA",Speaker,travel expenseshotel
607,d,Georgetown Umiversity Law Center,"Washmgton, DC",Speaker,travel expenses’hotel
607,d,Umversity of North Carolina,"Raleigh-Durham, N¢",Speaker,travel expenses’hotel
607,d,Princeton University,"Princeton, NJ",Attend Board Meeting,hotel
607,d,Univ. of lllinois College of Law,"Champaign, IL",Speaker,travel expenses’hotel
607,d,Georgia Asian Pacific American Bar Association,"Atlanta, GA",Speaker,travel expenses’ hotel
607,d,Princeton University,"Princeton, NJ",Attend Board Meeting,hotel
607,d,Princeton University,"Princeton, NJ",Speaker,hotel
607,d,Federal Bar Council,"New Paltz, NY",Speaker,hotel'meals
607,d,Princeton University,"Princeton, NJ",Attend Board Meeting,hotel
607,d,Boston Univ. Law School,"Boston, MA",Moot court,travel expenses
607,d,Amencan University Law School,"Washington, D.C",Teaching and Lecturing,travel expenses and meals
605,d,South Carolina Bar,"Hilton Head, SC",South Carolina Bar Convention,"Lodging, Conference Registration and Meals"
605,d,American Bar Association,"Atlanta, GA",MidYear Meeting,Fees associated with parking and One flat rate Per Diem
605,d,South Caroling Bar,"Charleston, SC",Judge's Meeting and CLE Seminar,"Lodgmg, Travel and Meals"
605,d,,a va mm,Section of Litigation Meeting,Transportation
605,d,South Caroling Defense Trial Attorneys’ Association,Amcha Island. Flonda,SCDTAA Annual Meeting,"Lodging, Conterence Registration and Meals"
605,d,,,of ABA Sect of Lit Committees),
605,d,Res Wwe URE Rw SWAP Ty em pee?,,of ABA Sect of Lit Committees),PR Siar Ri pi Tt vu ree Tiere»
605,d,South Carolina Bar Association,"Kiawah Island, SC",Annual State Bar Convention,"Milage, Registration and one mights stay"
605,d,National Conference of Federal Trial Judges of ABA,"Chicago, IL",ABA Annual Midyear Meeting,"Airfare, Lodging, Ground Transportation, Meals and Incidentails"
605,d,Tr a TI Insurance Coverage Litigation,,,
605,d,GPSolo Spring Meeting,,"(Co-Chair, Awards Committee)",
605,d,Awards of American Bar Association (Member),,Awards Commitee Section,DS ad a ah Transportation
605,d,,,of ABA Sect. of Lit Committees),
605,d,Federal Tal Judges of American Bar Association,,Strategic Planning,"Ground Transportation,"
605,d,GPSolo Division,"pnt ery,","(Co-Chair, Awards Committee)",(Lodging/Mcals)
605,d,Membership of American Bar Association,,,Transportation
605,d,South Carolina Defense Trial Attorneys” Association,"Pinehurst, NC",SCDTAA Annual Meeting Presenter,"Lodging, Conference Registration and Meals"
605,d,Duke University School of Law,"Durham, NC",Master's of Judicial Studies Program,"Tuon, Lodging and Meals"
605,d,Section of Litigation,,gt AY er Rh ee er Sr A Meeting (Division IV Co- Director),BY RN pe Toe Te Meals
605,d,2016 SC Bar Convention,"Charleston, SC",Convention,Mileage and Lodging
605,d,ABA GPSolo Division,"San Diego, CA",Mid-year Meeting,"Airfare, Lodging and Ground Transportation"
605,d,Federal Tral Judges Association,"Washmgton, DC",Board of Directors Meeting,"Airfare, Ground Transportation, and Meals"
605,d,Duke Umversity School of } Law,"Durham, NC",Master's of Judicial Studies Program,Mileage
605,d,American Bar Association Section of Litigation,"Asheville, NC",Spring Leadership Meeting,Mileage and Lodging
605,d,The Amiercan Law Institute,Sante Fe. N\M,Employment Law Seminar,"Airfare, Lodging, Ground Transportation, Meals and Incidentals"
605,d,American Conterence Institute,"Chicago, IL",Employment Discrimination Conference,"Airtare, Ground Transportation and Meals"
605,d,ABA/NCFT),"Chicago, IL",Annual Meeting,"Airfare, Lodging, Ground Transportation, Meals and Incidentals"
605,d,American Bar Association,"Chicago, IL",SOC Meeting,"Airfare, Lodging, Ground Transportation, Meals and Incidentals"
605,d,"ABA Solo, Small Firm and General Practicer Division",Boston. MA,Fall Meeting,Aarfare and Lodgmg
605,d,American Bar Association Section of Litigation,"Memphis, TN",2015 Fall Leadership Meeting,"Airfare, Ground Transportation, and Meals"
605,d,American Bar Association,"Chicago, IL",Standing Committee on Membership,"Aartare, Lodging and Ground Transportation"
605,d,Georgetown Law,"Washington, DC",Advanced eDiscovery Institute,Airfare and Ground Transportation
605,d,National Conference of Federal Trial Judges,,A a NP rar eh (Exceutive Council),Wn wT HZ SH) Seu ———-— Transportation
605,d,,,"al ARP SAT oti, ari Meeting (Co- Chair, Trial Evidence Com",
605,d,Section of Litigation,,"(Co-Chair, Trial Evidence Committee)",Ground Transportation
605,d,National Conference of Federal Trial Judges,,Association Meeting,Transportation
605,d,Just the Beginning ) Foundation,"Chicago, IL",Tenth Bienmal Conference,"Airfare, Lodging and Ground Transportation"
605,d,Section of Litigation,,"(Co-Chair, Trial Evidence Committee)",Ground Transportation
605,d,GPSolo of Amenicun Bar Association (Member),Seattle. WA,Commuttee Meeting of the Awards Committee Section,Aarfare and Set Day Per Diem
605,d,Committee of the American Bar Association,ill. A Nae,,"IRL Sr SOG AG Sa Ba 0, Si Ground Transportation"
605,d,South Caroling Defense Trial Attorneys’ Association,"Amcha Island, Flonda",SCDTAA Annual Meeting,"Lodging, Conference Registration and Meals"
605,d,American Bar Assoc,"Sun Diego, CA",Midyear Board Meeting,"Airfare, Lodging, and Meals"
605,d,Federal Judicial Center,"New York, NY","Speaker, Employment Law Seminar",Per Dem
605,d,"Federal Magistrate Judges Assoc,","Charleston, SC",FMIA's Diversity Committee CLE,Mileage
605,d,American Bar Assoc,"Chicago, IL",Judicial Division Spring Planning Meeting,"Airfare, Lodging and Meals"
605,d,Federal Judicial Center,"Charleston, SC",National Workshop for District Judges,"Airfare, Per Diem, and Mileage"
605,d,American Law Institute,"Washington, DX",93rd Annual Meeting,"Lodging, Ground Transportation, and Meals"
605,d,American Bar Assoc,"Key West, FL",2016 Joint Spring Meeting,Airfare and Lodging
605,d,American Bar Assoc,"Vancouver, BC",Spring Leadersiup Meeting,Airfare and Lodging
605,d,,,Developments in Employment Law,and Meals. Fi
605,d,American Bar Assoc,"Austin, TX",2016 Fall Leadership Meeting,"Airfare, Lodging, and Meals"
605,d,Federal Judicial Center,"Nashville, TN",Seminar for Mad-Career U.S. District Judges,Aarfare and Per Diem
605,d,North Carolina Bar Assoc Foundation,"Asheville, NC","Speaker, 32nd Annual NC SC Labor & Employment",Lodging and Mileage
605,d,Georgetown Law,"Washington, DX","Speaker, 2016 Advanced eDiscovery Institute","Airfare, Lodging, and Meals"
605,d,,,the American College of Business Court Judges,pata 0. Saabader gen esata
605,d,Federal Judicial Center,"Redondo Beach, CA",2016 Juror Management and Utilization Workshops,Per Diem
605,d,Federal Judicial Center,White Sulphur Springs,Sth Circwst Judicaal Conference,Aarfare and Lodgimmg
605,d,American Bar Assoc,"Chicago, IL",JD Spring SOC Leadership Meeting,Aarfare and Lodging
605,d,National Conference of Federal Trial Judges,,,Wn wT HZ SH) Seu ———-— Transportation
605,d,,,Business Innovators® Speaker,
605,d,Litigation Section,,"(Co Chair, Trial Evidence Committee)",Er ay a iE TR A Ground Transportation
605,d,Section of Ligation,,"Chair, Tnal Evidence Committee)","day Meals, and Ground “Transportation"
605,d,Awards of ABA,,for Standing Committee Members,4 ad te oh Fog” wh» Transportation
605,d,American Law Institute (Member),"Washington, DC",Annual Meeting,"Airfare, Lodging, Special Event Ticket, and Ground Transportation"
605,d,American Bar Association (Member),,Awards Committee Section,Diem A my WR TS A LS Tey RNR Tg 1 pa IO
605,d,American Conference Institute (ACT),"Chicago, IL",Speaker,"Airfare, Set Day Per Diem (Lodging). and Ground Transportation"
605,d,Section of Litigation,,"WV GE AES (Co-Chair, Trial Evidence Committee)","COREA J tale Ce ADE SREWIT 4080 Bec en BRE ai Meals), and Ground Transportation"
605,d,South Caroling Defense Trial Attorneys’ Association,"Asheville, NC",SCDTAA Annual Meeting - Speaking,"Lodging, Conference Registration and Meals"
605,d,South Carolina Association of Justice,"Hilton Head, SC",Annual Conference Speaking,"Lodging, Ground Transportation and Registration"
605,d,National Conference of Federal Trial Judges,,Annual Meeting,T rt 0 dation pry
605,d,American Bar Association (Member),,"Laid LISI ROSY, Ah SP Annual Meeting and Conference","nat EW Th Gre aT Er grea Ale Hl. tat WOR, 5 ow a ago” To"
605,d,South Caroling Detense Trial Attorney's Association,"Savannah, GA",Annual Meeting,"Lodging, Meals, and Activities"
605,d,ABA,"Whistler, British Columbia","Section of Litigation, 2018 Joint CLE Seminar","Lodging, Airfare, Ground Transportation"
605,d,,,of Federal Trial Judge's Midyear Meeting,
605,d,,,Rights and Humanitarian Law,
605,d,,,Responsibilities Committee Mid-Winter Meeting,
605,d,ABA,"San Diego, CA",2018 Litigation Section Annual Conference,"Lodgimg, Airfare, Ground Transportation"
605,d,American Law Institute,"Washington, D.C",95th Annual Meeting,"Lodging, Special Event Ticket, Airfare, Ground Transportation"
605,d,,,re: Diversifying Leadership Positions mm Law,Transportation
605,d,ABA,"Santa Fe, NM",Current Developments in Employment Law,"Airfare, Lodging, Ground Transportation, Meals"
605,d,,po gereriry a date,National Conference of Federal Trial Judges,
605,d,Exterro,"Portland, OR",Fusion eDiscovery Conference,"Aarfare, Lodging, Ground Transportation"
605,d,,,and Economics of Criminal Justice Reform,Transportation es
605,d,National Judicial College,"Reno, NV",Designing & Presenting Programs Effectively,"Airfare, Lodging, Ground Transportation"
605,d,Georgetown Umiversity School of Law,"Washmgton, DC",15th Annual Advanced eDiscovery Instinute,"Airfare, Ground Trunsportation, Lodging"
605,d,Sandpiper Partners LLC,"New York, NY",Innovation mn e-Discovery Conference,"Aarfare, Ground Transportation, Lodging"
605,d,ABA Section of Litigation,"Hamilton, Bermuda",Division Director,"Travel, lodging and meals"
605,d,ABA,"Miami, FL",Federal Trial Judges Chair Elect,"Travel, lodging and meals"
605,d,ABA Judicwl Division,"Nashville, TN",Federal Trial Judges Chair Elect,"Travel, lodging and meals"
605,d,ABA Section of Ligation,"Naples, FL",Division Director,"Travel, lodging and meals"
605,d,AU,"Washington, DX",Attendee/Recipient,"Travel, lodging and meals"
605,d,ABA,"New York, NY",Chair of NCFT,"Travel, lodging and meals"
605,d,ABA Section of Litigation,"Montreal, Canada",Council Member,"Travel, lodging and meals"
605,d,Defense Trial Attorneys,"Sea Island, GA",Attendee,"Travel, lodging and meals"
605,d,Georgetown Law,"Washington, DC",Speaker,"Iravel, lodging and meals"
605,d,Sand Piper Partners,"New York, NY",Speaker,"Travel, lodging und meals"
605,d,South Carolina Bar,"Hilton Head, SC",South Carolina Bar Convention,"Lodging, Conference Registration and Meals"
605,d,American Bar Association,"Atlanta, GA",MidYear Meeting,Fees associated with parking and One flat rate Per Diem
605,d,South Carolina Bar,"Charleston, SC",Judge's Meeting and CLE Seminar,"Lodging, Travel and Meals"
605,d,WMHIGHINAN Vd NWaVN aan,,Section of Litigation Meeting,"ATE ey dal, pills IVC ng I0E WAL Transportation"
605,d,South Carolina Defense Trial Attorneys’ Association,"Amelia Island, Florida",SCDTAA Annual Meeting,"Lodging, Conference Registration and Meals"
604,d,Bar Association of San Francisco,"Yosemite N.P., CA",Spoke at employment law conference,"Transportation, meals, hotel"
604,d,University of Virginia School of Law,"Charlottesville, VA",Taught law school course,"Transportation, meals, lodging"
604,d,South Asian Bar Association of North America,"Atlanta, GA",Spoke at national convention,"Transportation, meals, hotel"
604,d,Vanderbilt University Law School,"Nashville, TN",Taught law school course,"Transportation, meals, hotel"
604,d,"Association of Business Trial } Lawyers, Northern California","Maui, HI",Spoke at annual conference,"Transportation, meals, hotel"
604,d,Federal Bar Association,"Washington, D.C",Spoke at Devitt Award Ceremony,"Transportation, meals, hotel"
604,d,Santa Cruz,,FONE FS EEE Studies and Politics Departments,
604,d,South Asian Bar Association of North America,"Washmgton, D.C",Spoke at national convention,"Transportation, meals, hotel"
604,d,Yale Law School,"New Haven, CT",Crave lecture at law school class,"Transportation, meals, hotel"
